"country","rmse","mae","r2"
"Niger",11.0488024988887,8.43059872262984,0.275923755776449
"Nigeria",9.99119282119481,8.74041194946634,-3.59171729486178
"Cameroon",20.6557511986457,16.9270338822417,-5.41894373010463
"Chad",13.6199608418429,13.0333333333333,-10.8641984081865
"Benin",7.01166020287584,6.25001388726243,0.561363275764484
