"country","rmse","mae","r2"
"Niger",10.9635411299914,8.7400934132297,0.287055736950284
"Nigeria",5.36750459938698,3.73255583176314,-0.325211850250255
"Cameroon",26.8237805645255,22.3586382326366,-9.8248417538102
"Chad",13.6191854824943,13.0325230731055,-10.8628476325984
"Benin",7.17850919975982,5.16426096563718,0.540239359022814
